,Cell,Part,Cust,Cust #,Prog #,Prog,,Part1,Parent Cell,Parent Part,,1,2,3,4,5,6,7
MF37V1710-701-,MF3,7V1710-701,,-,J34A,CX-X,B15,7V171,AA07,,,,81.66832896,,,,,
MF37V1730-701-,MF3,7V1730-701,,-,J34A,CX-X,B15,7V173,AA07,,,,81.66832896,,,,,
MF37V1720-701-,MF3,7V1720-701,,-,J34A,CX-X,B15,7V172,AA07,,,,81.66832896,,,,,
MF37V1820-701-,MF3,7V1820-701,,-,J34A,CX-X,B15,7V182,AA07,,,,81.66832896,,,,,
MF37V1830-701-,MF3,7V1830-701,,-,J34A,CX-X,B15,7V183,AA07,,,,81.66832896,,,,,
MF3Service,MF3,Service,,,,,,Servi,,,,,81.66832896,,,,,
P037M5330-710C033,P03,7M5330-710,TBN Taiwan/FMVSS,C033,500B,SIENNA,BKLE,7M533,,,,15.76388889,,,,,,
P03,P03,,,,Service,,,,,,,15.76388889,,,,,,
M04A1294U066,M04,A1294,TMMTX,U066,480A,TUNDRA D,,A1294,,,,32.2,,,,,,
M04A1091U066,M04,A1091,TMMTX,U066,480A,TUNDRA D,Misc,A1091,,,,32.2,,,,,,
M04,M04,,,,,,,,,,,32.2,,,,,,
